numberUpdates,timeAppLastUsed,firstToLast,date_hour,date_min,activityContextPosted,appPackage,category,contactSignificantContext,ledARGB,priority,significant,date_holiday,topic,seenUnlocked,date_dayofweek,date_weekend,action
36.16472113132477,27368.68205523548,26861.364620000124,11.515288352966309,48.469284415245056, still,com.android.chrome,unknown,false,-16776961.0,1.0,False,False,unknown,0,1,False,False
0.8701332770287991,4682.981425227986,67091.71674442291,16.000256657600403,12.56867478787899, still,com.google.android.gm,email,false,0.0,0.0,False,False,unknown,1,1,False,False
1.327654518187046,42481.37409129523,36915.739525705576,14.527983605861664,31.598163783550262,unknown,com.tinder,unknown,false,0.0,1.0,True,False,business & industrial,1,6,True,True
3.403183549642563,158966.75575341837,61652.17586696149,18.42920196056366,29.49601912498474,unknown,com.whatsapp,msg,true,0.0,0.0,True,False,unknown,1,0,False,True
1.2192034274339676,48034.119179354864,13036.232855066657,11.211589992046356,11.920002281665802,unknown,com.tinder,unknown,false,0.0,2.0,True,False,business & industrial,1,5,True,True
3.3101585134863853,7265.673981210175,32294.119335919622,8.687930792570114,35.403999865055084,unknown,com.google.android.gm,unknown,false,0.0,0.0,False,False,unknown,0,0,False,False
2.253701239824295,59751.3689434859,50718.14349961281,20.283746898174286,44.56203097105026,unknown,com.whatsapp,unknown,false,0.0,0.0,True,False,unknown,1,5,True,True
30.7700936794281,144901.41884715873,27829.738171756268,16.282675802707672,46.187086045742035, still,com.whatsapp,msg,false,-1.0,1.0,True,False,unknown,1,0,False,False
-0.5704578254371881,23886.924377334428,54710.68549704552,20.070518791675568,42.32400554418564,unknown,com.tinder,unknown,false,0.0,0.0,True,False,unknown,1,6,True,True
-0.12113810330629347,46881.6074807773,80933.55828756094,17.85239428281784,27.425411999225616,unknown,com.whatsapp,unknown,true,0.0,0.0,True,False,unknown,1,0,False,True
0.31590709276497364,2734.362194635492,77109.64273899794,21.281299591064453,36.61270886659622,unknown,com.google.android.gm,email,false,0.0,0.0,False,False,unknown,0,0,False,False
3.335757754743099,4613.743146185475,37475.2443010211,15.733040869235992,53.85874563455582, still,com.whatsapp,unknown,false,0.0,1.0,True,False,unknown,0,1,False,False
5.676681563258172,74669.89829511424,56915.75559657812,16.15396136045456,14.310544103384018,unknown,com.tinder,unknown,false,0.0,2.0,True,False,business & industrial,1,6,True,True
0.11221653409302236,127979.35361341506,55823.08693385124,15.068907797336578,16.142435878515244,unknown,com.tinder,unknown,false,0.0,2.0,True,False,business & industrial,1,5,True,True
-0.6710086297243834,6847.134916238998,63621.65831494332,11.59140795469284,21.103089690208435,unknown,com.whatsapp,msg,false,0.0,1.0,True,False,online communities,1,1,False,True
