numberUpdates,timeAppLastUsed,firstToLast,date_hour,date_min,appPackage,activityContextPosted,category,contactSignificantContext,ledARGB,priority,significant,date_holiday,topic,seenUnlocked,date_dayofweek,date_weekend,action,text
4.9318336862908705,61.361426043939375,13353.705308195144,15.508644924713805,8.377092649561462,com.whatsapp,unknown,msg,true,0.0,0.0,True,False,online communities,1,1,False,False, lunch messages
-0.9567918594704083,16.567803918842866,54374.22192808107,15.709537249047573,26.231922631024407,com.google.android.youtube, still,unknown,false,0.0,2.0,False,False,arts & entertainment,0,0,False,False, video Tutorial video
0.10921698499053284,-0.6395870540849093,10873.138945261651,20.19269102414913,54.801841173159254,com.whatsapp,unknown,msg,false,0.0,1.0,False,False,online communities,0,5,True,False, Message chats
27.69956392228886,33006.92740528838,19527.89540221517,20.60472379883511,20.030764472225236,com.whatsapp, tilting,unknown,false,0.0,1.0,True,False,unknown,0,2,False,False, work opportunity messages    😂😂😂😂 Message   😂😂😂😂
-0.9815978829297736,43360.036962318096,49073.88113707488,15.826954180019767,43.25072775333656,com.twitter.android, still,unknown,false,0.0,0.0,False,False,unknown,1,6,True,False, link notifications
-0.3616858800401321,350.28929500446424,6733.801242530551,19.637327915009415,31.414492281942504,com.whatsapp, still,msg,false,0.0,1.0,True,False,unknown,0,6,True,False, Message
6.6983496335851065,11.15163835822758,12652.75407571818,14.150715046125324,10.88089214429013,com.whatsapp,unknown,msg,unknown,0.0,2.0,True,False,online communities,1,1,False,False, messages   messages
-0.8335295709093207,66751.19780740036,3719.3944860661713,7.515103949792779,13.793317886947667,com.Slack,unknown,msg,false,-16711936.0,0.0,False,False,unknown,1,3,False,True,   https:///API/status/56435689416817806467  Pivotal
-0.9590258427714241,1051.2667251077364,19295.143020729374,16.118835810815654,25.190750541684885,com.tinder, still,unknown,false,0.0,1.0,True,False,unknown,1,6,True,False, message
-0.8470801595799703,5819.898002747386,64562.5300549816,18.939820313422366,13.676706895341205,com.facebook.katana, still,unknown,false,-16776961.0,2.0,False,False,business & industrial,0,2,False,False, Likes
5.589732026977417,188864.78051917796,9369.941504274888,14.488577736465526,31.728228645834108,com.blinkslabs.blinkist.android, still,msg,false,0.0,0.0,False,False,computers & electronics,1,3,False,False, ChatBot: https:///xG6zvWYWkJ   SignIn Event notifications @: ChatBot: https:///xG6zvWYWkJ  SignIn Event notifications @: ChatBot
-0.2023599915353539,113.04240255008379,43792.113542689665,19.06241409762384,36.45591270349127,com.whatsapp,unknown,unknown,false,0.0,1.0,False,False,unknown,0,5,True,False, messages 
4.446033846197863,111.98512488871772,2429.543168539616,13.654959853464662,48.38302575528832,com.whatsapp,unknown,msg,true,-1.0,1.0,True,False,unknown,0,1,False,True,  messages
18.15732536339161,23.332624017355386,7652.617541900832,17.217455354708832,42.70977744676452,com.whatsapp, still,msg,true,-1.0,1.0,True,False,internet & telecom,1,5,True,True,      (start<>  (start<> email 🝎<>     (start<> message Message
-0.9960640781218552,20.477671398370184,22035.991639574684,7.119680768981747,7.2378754004459696,com.facebook.orca,unknown,msg,false,0.0,2.0,False,False,arts & entertainment,1,5,True,True, tickets
12.570832964443813,-0.9561204504171912,9675.341441267698,20.497625647614413,56.93822233883463,com.whatsapp, still,msg,true,0.0,1.0,True,False,hobbies & leisure,0,3,False,False, one Message messages
-0.8371856000183435,5855.1791907653305,2605.736886409018,13.381839408855207,1.3449174503152164,com.bumble.app, still,msg,false,0.0,1.0,True,False,online communities,0,6,True,False, message
-0.659716170400258,0.1900472423660981,31909.06069781919,15.437307185367308,52.69173117205865,com.google.android.youtube, still,msg,false,0.0,1.0,False,False,online communities,0,0,False,True, message notifications match anything   messages
-0.5680656236433178,-0.22178310054414246,6813.284460761552,16.337850556862602,15.434537034835355,com.whatsapp,unknown,msg,false,0.0,1.0,True,False,online communities,1,1,False,False, Thanks Message
18.003593802840648,479.0964305365185,15412.233343954456,18.089572169030266,16.124708626041027,com.whatsapp,unknown,msg,true,0.0,1.0,True,False,online communities,0,6,True,False, messages   messages  messages   messages  messages Message messages Message messages
0.2718264524512921,2.3955668758477393,12270.519524313597,17.663907051085058,20.986321388577675,com.whatsapp, still,msg,false,0.0,1.0,True,False,arts & entertainment,0,5,True,False, episode Message messages
